Region,Zone,District,match_0,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10,match_11,match_12,match_13
Oromiya,West Hararge,Baddesa Town,Badesa Town,Baddesa Town,baddesa town,badesa town,Bedesa Town Woreda,,,,,,,,,
Oromiya,West Hararge,Boke,Boke,Boke,Boke Woreda,,,,,,,,,,,
Oromiya,West Hararge,Burqa Dhintu,Burqa Dhintu,Burqa Dhintu,Buka Dhintu Woreda,burka dimtu,burka dhintu,burqa dhintu,burqua dhintu,,,,,,,
Oromiya,West Hararge,Chiro,Chiro,Chiro,chiro,chiro hospital,chiro rural,Chiro Rural Woreda,chiro zuria,,,,,,,
Oromiya,West Hararge,Chiro Town,Chiro Town,Chiro Town,Chiro Town Woreda,,,,,,,,,,,
Oromiya,West Hararge,Daro Labu,Daro Labu,Daro Labu,daro labu,Daro Lebu Woreda,,,,,,,,,,
Oromiya,West Hararge,Dobba,Doba,Dobba,Doba Woreda,dobba,dubo hospital,,,,,,,,,
Oromiya,West Hararge,Gammachis,Gammachis,Gammachis,gammachis,Gemechis woreda,,,,,,,,,,
Oromiya,West Hararge,Guba Qoricha,Guba Qoricha,Guba Qoricha,Guba Qoricha Woreda,guba koricha,,,,,,,,,,
Oromiya,West Hararge,Habro,Habro,Habro,Habro Woreda,,,,,,,,,,,
Oromiya,West Hararge,Hawwi Gudina,Hawi Gudina,Hawwi Gudina,Hawi Gudina Woreda,hawi gudina,hawwi gudina,,,,,,,,,
Oromiya,West Hararge,Mesela,Masala,Mesela,Mesela Woreda,,,,,,,,,,,
Oromiya,West Hararge,Mi'eso,Mi’eso,Mi eso,Mieso Woreda,mieso,mi eso,mi'eso,meiso/mulo,,,,,,,
Oromiya,West Hararge,Oda Bultum,Oda Bultum,Oda Bultum,Oda Bultum Woreda,oda bultum,,,,,,,,,,
Oromiya,West Hararge,Tullo,Tullo,Tullo,Tulo Woreda,tullo,,,,,,,,,,
Oromiya,West Shoa,Abuna,Abunagindeberet,Abuna,abuna,Abuna Gindeberet Woreda,,,,,,,,,,
Oromiya,West Shoa,Adabarga,Adeaberga,Adabarga,ada berga,adabarga,ade'a berga,Adaa Berga Woreda,adaa berga,,,,,,,
Oromiya,West Shoa,Ambo,Ambo Rural,Ambo,Ambo Woreda,ambo zuria,,,,,,,,,,
Oromiya,West Shoa,Ambo Town,Ambo Town,Ambo Town,Ambo Town Woreda,ambo hospital,,,,,,,,,,
Oromiya,West Shoa,Bakko,Bako Tibe,Bakko,bakko,Bako Gazer Woreda,Bako Tibe Woreda,,,,,,,,,
Oromiya,West Shoa,Caliya,Chelia,Caliya,caliya,Chelia Woreda,cheliya,,,,,,,,,
Oromiya,West Shoa,D/Incini,Dire Inchini,tikur enchini woreda,,,,,,,,,,,,
Oromiya,West Shoa,Dandi,Dendi,Dandi,dandi,Dendi Woreda,,,,,,,,,,
Oromiya,West Shoa,Dano,Dano,Dano,Dano Woreda,,,,,,,,,,,
Oromiya,West Shoa,Ejere,Ejere,Ejere,Ejerie Woreda,ejere,,,,,,,,,,
Oromiya,West Shoa,Gindeberet,Gindeberet,Gindeberet,Ginde Beret Woreda,gindeberet,gindeberet hospital,,,,,,,,,
Oromiya,West Shoa,Ilfata,Ilfeta,,,,,,,,,,,,,
Oromiya,West Shoa,Ilugalan,Ilu Gelan,ilu galan( west shewa),illu galan,ilu gelan,elu gelan woreda,,,,,,,,,
Oromiya,West Shoa,Jalduu,Jeldu,Jeldu Woreda,jeldu woreda,,,,,,,,,,,
Oromiya,West Shoa,Jibaat,Jibat,jibat woreda,,,,,,,,,,,,
Oromiya,West Shoa,Meta Robi,Metarobi,meta robi woreda,,,,,,,,,,,,
Oromiya,West Shoa,Mida Kegn,Mida Kegn,midakegni woreda,,,,,,,,,,,,
Oromiya,West Shoa,Nono,Nono,,,,,,,,,,,,,
Oromiya,West Shoa,Toke Kutaye,Toke Kutaye,toke kutaye woreda,,,,,,,,,,,,
Oromiya,West Wollega,Ayira,Ayira,Ayira,Ayira Woreda,Ayida Woreda,ayira hospital,,,,,,,,,
Oromiya,West Wollega,Babo Gambel,Babo Gambel,Babo Gambel,babo gambel,Babo Gambel Woreda,,,,,,,,,,
Oromiya,West Wollega,Begi,Begi,Begi,Begi Woreda,begi hospital,,,,,,,,,,
Oromiya,West Wollega,Boji Chokorsa,Boji Chokorsa,Boji Chokorsa,bodji chokorsa,boji chekorsa,Boji Cheqorsa Woreda,boji chokorsa,,,,,,,,
Oromiya,West Wollega,Boji Dirmeji,Boji dirmaji,Boji Dirmeji,bodji dirmeji,boji dirmeji,Boji Dermeji Woreda,,,,,,,,,
Oromiya,West Wollega,Genji,Genji,Genji,Genji Woreda,,,,,,,,,,,
Oromiya,West Wollega,Gimbi,Gimbi,Gimbi,Gimbi Woreda,gimbi public hospital,gimbi adventist hospital,gimbi rural,,,,,,,,
Oromiya,West Wollega,Gimbi Town,Gimbi Town,Gimbi Town,Gimbi Town Woreda,gimbi town,,,,,,,,,,
Oromiya,West Wollega,Gulliso,Gulliso,Gulliso,Guliso Woreda,gulliso,,,,,,,,,,
Oromiya,West Wollega,Haru,Haru,Haru,Haru Woreda,,,,,,,,,,,
Oromiya,West Wollega,Homa,Homa,Homa,Homa Woreda,,,,,,,,,,,
Oromiya,West Wollega,Jarso,Jarso,Jarso,Jarso Woreda,,,,,,,,,,,
Oromiya,West Wollega,Kiltu Kara,Kiltu Kara,Kiltu Kara,Qiltu Kara Woreda,kiltu kara,,,,,,,,,,
Oromiya,West Wollega,Kondala,Kondala,Kondala,Qondala Woreda,kondala,,,,,,,,,,
Oromiya,West Wollega,Lalo Assabi,Lalo Assabi,Lalo Assabi,Lalo Asabi Woreda,lalo assabi,,,,,,,,,,
Oromiya,West Wollega,Mendi,Mendi Town,Mendi,mendi,,,,,,,,,,,
Oromiya,West Wollega,Menesibu,Manasibu,Menesibu,Mene Sibu Woreda,menesibu,,,,,,,,,,
Oromiya,West Wollega,Nedjo,Nedjo,Nedjo,Nedjo Rural Woreda,nedjo,nedjo rural,Nejo Woreda,nejo rural,,,,,,,
Oromiya,West Wollega,Nedjo Town,Nejo Town,Nedjo Town,nedjo town,nejo hospital,nejo town,,,,,,,,,
Oromiya,West Wollega,Nole Kaba,Nole kaba,Nole Kaba,Nole Kaba Woreda,,,,,,,,,,,
Oromiya,West Wollega,Sayo Nole,Sayo Nole,Sayo Nole,sayo nole,sayo,Seyo nole woreda,,,,,,,,,
Oromiya,West Wollega,Yubdo,Yubdo,Yubdo,Yubdo Woreda,,,,,,,,,,,
Oromiya,,Adama Town,Adama Town,Adama Town,Adama Woreda,,,,,,,,,,,
Oromiya,,Asella Town,Asela Town,Asella Town,asella town,assela town,,,,,,,,,,
Oromiya,,Bishoftu,Bisho tu Town,Bishoftu,bishoftu,,,,,,,,,,,
Oromiya,,Burayu town,Burayu Town,Burayu town,burayu special,,,,,,,,,,,
Oromiya,,Dukam town,Dukem Town,Dukam town,dukam town,duken town,,,,,,,,,,
Oromiya,,Gelan town,Gelan Town,Gelan town,,,,,,,,,,,,
Oromiya,,Jimma Town,Jimma Town,Jimma Town,jimma town,jima town,,,,,,,,,,
Oromiya,,Laga tafo town,Lege Tafo Town,Laga tafo town,laga tafo town,lega tafo,lege tafo,lege dadi lege tafo town,,,,,,,,
Oromiya,,Nekemte Town,Nekemt Town,Nekemte Town,,,,,,,,,,,,
Oromiya,,Sabeta town,Sebeta Town,Sabeta town,sabeta town,alem gena,,,,,,,,,,
Oromiya,,Shashamene Town,Shashamane Town,Shashamene Town,shashamene town,shashamane town,,,,,,,,,,
Oromiya,,Sululta town,Sululta Town,Sululta town,,,,,,,,,,,,
SNNPR,Basketo,Basketo,Basketo,Basketo,basketo,basketo town,basketo special,Basketo Special Woreda,,,,,,,,
SNNPR,Bench maji,Bero,Bero,Bero,Bero Woreda,,,,,,,,,,,
SNNPR,Bench maji,Guraferda,Guraferda,Guraferda,Guraferda Woreda,gura ferda,,,,,,,,,,
SNNPR,Bench maji,Maji,Maji,Maji,Maji Woreda,,,,,,,,,,,
SNNPR,Bench maji,Menet Goldia,Menit Goldia,Menet Goldia,Meinit Goldiya Woreda,meinit goldeya,meinit goldiya,meni goldia ,menit goldia,menet goldia,,,,,,
SNNPR,Bench maji,Menet Shasha,Menit Shasha,Menet Shasha,Meinit Shasha Woreda,meinit shasha,menet shasha,,,,,,,,,
SNNPR,Bench maji,Mizan Aman T,Mizan Aman,Mizan Aman T,Mizan Aman Town Woreda,mizan aman t,mizan aman,mizan aman hospital,,,,,,,,
SNNPR,Bench maji,North Bench,Semen Bench,North Bench,north bench,,,,,,,,,,,
SNNPR,Bench maji,Sheko,Sheko,Sheko,Sheko Woreda,,,,,,,,,,,
SNNPR,Bench maji,Shey Bench,Shey Bench,Shey Bench,Shay Bench Woreda,shey bench,shebench,,,,,,,,,
SNNPR,Bench maji,South Bench,Debub Bench,South Bench,south bench,debub bench,Debub Bench Wored,,,,,,,,,
SNNPR,Bench maji,Surma,Surma,Surma,surma,,,,,,,,,,,
SNNPR,Dawro,Essra,Essera,Essra,Esira Woreda,essera,essra,,,,,,,,,
SNNPR,Dawro,Gena,Gena,Gena,Gena Bosa Woreda,gena-bossa,genabosa,gena,,,,,,,,
SNNPR,Dawro,Loma,Loma,Loma,Loma Woreda,,,,,,,,,,,
SNNPR,Dawro,Maareka,Maareka,Maareka,Mareka Woreda,maraka,maareka,,,,,,,,,
SNNPR,Dawro,Tercha,Tercha,Tercha,Tercha Woreda,tercha town,tercha hospital,tercha,terch town,,,,,,,
SNNPR,Dawro,Tocha,Tocha,Tocha,Tocha Woreda,,,,,,,,,,,
SNNPR,Gamo Gofa,Arba minch Tawon,Arbamnch Town,Arba minch Tawon,arba minch tawon,arba minch hospital,Arba Minch Town Woreda,,,,,,,,,
SNNPR,Gamo Gofa,Arba minch zuria,Arbamnch Zuria,Arba minch zuria,arba minch zuria,arba minch zuriya,Arba Minch Zuriya Woreda( another woreda),arbaminch zuria,,,,,,,,
SNNPR,Gamo Gofa,Bonke,Bonke,Bonke,Bonke Woreda,,,,,,,,,,,
SNNPR,Gamo Gofa,Boreda,Boreda,Boreda,Boreda Woreda,,,,,,,,,,,
SNNPR,Gamo Gofa,Chencha,Chencha,Chencha,chencha hospital,chenicha,Chenicha Woreda,,,,,,,,,
SNNPR,Gamo Gofa,Dara malo,Daramalo,Dara malo,Deramalo Woreda,dara malo,dermalo,,,,,,,,,
SNNPR,Gamo Gofa,Denba Gofa,Denbe Gofa,Denba Gofa,denba gofa,d/gofa,,,,,,,,,,
SNNPR,Gamo Gofa,Dita,Dita,Dita,Dita Woreda,,,,,,,,,,,
SNNPR,Gamo Gofa,Geze Gofa,Gize Gofa,Gamo Gofa Zone,gamo gofa zone,Geze Gofa,Geze Gofa Woreda,gezegofa,g/gofa,,,,,,,
SNNPR,Gamo Gofa,Kemba,Kemba,Kemba,Kemba Woreda,,,,,,,,,,,
SNNPR,Gamo Gofa,Kucha,Kucha,Kucha,Kucha Woreda,,,,,,,,,,,
SNNPR,Gamo Gofa,Melo koza,Melekoza,Melo koza,Melekoza Woreda,melakoza,melo koza,,,,,,,,,
SNNPR,Gamo Gofa,Mirab Abaya,Mirab Abaya,Mirab Abaya,Mirab Abaya Woreda,merab abaya,,,,,,,,,,
SNNPR,Gamo Gofa,Oyda,Oyda,Oyda,oyda,o'yida,,,,,,,,,,
